Date,casual,registered
02/08/2012 15:00:00,8,100
02/08/2012 16:00:00,5,49
02/08/2012 17:00:00,2,73
02/08/2012 18:00:00,8,147
02/08/2012 19:00:00,4,163
02/08/2012 20:00:00,3,158
02/08/2012 21:00:00,3,122
02/08/2012 22:00:00,3,126
02/08/2012 23:00:00,3,95
02/08/2012 00:00:00,3,57
02/09/2012 01:00:00,3,23
02/09/2012 02:00:00,2,10
02/09/2012 03:00:00,0,2
02/09/2012 04:00:00,0,4
02/09/2012 05:00:00,0,1
02/09/2012 06:00:00,0,18
02/09/2012 07:00:00,1,75
02/09/2012 08:00:00,4,263
02/09/2012 09:00:00,11,473
02/09/2012 10:00:00,9,229
02/09/2012 11:00:00,7,90
02/09/2012 12:00:00,4,95
02/09/2012 13:00:00,10,148
02/09/2012 14:00:00,10,144
02/09/2012 15:00:00,18,126
02/09/2012 16:00:00,14,120
02/09/2012 17:00:00,15,223
02/09/2012 18:00:00,12,387
02/09/2012 19:00:00,13,404
02/09/2012 20:00:00,8,287
02/09/2012 21:00:00,2,197
02/09/2012 22:00:00,8,169
02/09/2012 23:00:00,3,104
02/09/2012 00:00:00,9,75
02/10/2012 01:00:00,4,39
02/10/2012 02:00:00,2,11
02/10/2012 03:00:00,7,9
02/10/2012 04:00:00,0,5
02/10/2012 05:00:00,0,2
02/10/2012 06:00:00,0,17
02/10/2012 07:00:00,3,61
02/10/2012 08:00:00,5,225
02/10/2012 09:00:00,1,447
02/10/2012 10:00:00,10,265
02/10/2012 11:00:00,5,119
02/10/2012 12:00:00,19,134
02/10/2012 13:00:00,8,168
02/10/2012 14:00:00,22,170
02/10/2012 15:00:00,8,138
02/10/2012 16:00:00,27,164
02/10/2012 17:00:00,28,240
02/10/2012 18:00:00,15,381
02/10/2012 19:00:00,14,345
02/10/2012 20:00:00,16,246
02/10/2012 21:00:00,7,144
02/10/2012 22:00:00,14,108
02/10/2012 23:00:00,11,102
02/10/2012 00:00:00,1,64
02/11/2012 01:00:00,3,50
02/11/2012 02:00:00,2,43
02/11/2012 03:00:00,2,24
02/11/2012 04:00:00,0,9
02/11/2012 05:00:00,0,4
02/11/2012 06:00:00,0,2
02/11/2012 07:00:00,1,8
02/11/2012 08:00:00,0,19
02/11/2012 09:00:00,1,77
02/11/2012 10:00:00,5,85
02/11/2012 11:00:00,23,143
02/11/2012 12:00:00,26,157
02/11/2012 13:00:00,25,196
02/11/2012 14:00:00,18,217
02/11/2012 15:00:00,38,205
02/11/2012 16:00:00,12,112
02/11/2012 17:00:00,12,134
02/11/2012 18:00:00,13,131
02/11/2012 19:00:00,3,105
02/11/2012 20:00:00,2,85
02/11/2012 21:00:00,1,62
02/11/2012 22:00:00,5,43
02/11/2012 23:00:00,0,46
02/11/2012 00:00:00,0,20
02/12/2012 01:00:00,0,21
02/12/2012 02:00:00,0,24
02/12/2012 03:00:00,1,26
02/12/2012 04:00:00,0,14
02/12/2012 05:00:00,0,1
02/12/2012 06:00:00,0,3
02/12/2012 07:00:00,0,2
02/12/2012 08:00:00,0,18
02/12/2012 09:00:00,0,26
02/12/2012 10:00:00,3,60
02/12/2012 11:00:00,8,83
02/12/2012 12:00:00,3,121
02/12/2012 13:00:00,7,133
02/12/2012 14:00:00,10,128
02/12/2012 15:00:00,9,102
02/12/2012 16:00:00,5,150
02/12/2012 17:00:00,16,148
02/12/2012 18:00:00,4,83
02/12/2012 19:00:00,4,92
02/12/2012 20:00:00,2,78
02/12/2012 21:00:00,1,56
02/12/2012 22:00:00,0,36
02/12/2012 23:00:00,0,28
02/12/2012 00:00:00,0,23
02/13/2012 01:00:00,0,9
02/13/2012 02:00:00,0,6
02/13/2012 03:00:00,0,4
02/13/2012 04:00:00,0,1
02/13/2012 05:00:00,0,2
02/13/2012 06:00:00,0,17
02/13/2012 07:00:00,1,71
02/13/2012 08:00:00,1,194
02/13/2012 09:00:00,4,413
02/13/2012 10:00:00,7,198
02/13/2012 11:00:00,1,70
02/13/2012 12:00:00,5,85
02/13/2012 13:00:00,7,111
02/13/2012 14:00:00,11,129
02/13/2012 15:00:00,10,125
02/13/2012 16:00:00,10,145
02/13/2012 17:00:00,5,206
02/13/2012 18:00:00,8,399
02/13/2012 19:00:00,6,399
02/13/2012 20:00:00,7,256
02/13/2012 21:00:00,4,210
02/13/2012 22:00:00,2,145
02/13/2012 23:00:00,3,99
02/13/2012 00:00:00,2,34
02/14/2012 01:00:00,0,14
02/14/2012 02:00:00,0,6
02/14/2012 03:00:00,0,3
02/14/2012 04:00:00,0,3
02/14/2012 05:00:00,0,2
02/14/2012 06:00:00,2,20
02/14/2012 07:00:00,1,89
02/14/2012 08:00:00,4,276
02/14/2012 09:00:00,3,510
02/14/2012 10:00:00,6,256
02/14/2012 11:00:00,8,90
02/14/2012 12:00:00,5,107
02/14/2012 13:00:00,10,162
02/14/2012 14:00:00,6,167
02/14/2012 15:00:00,13,111
02/14/2012 16:00:00,7,138
02/14/2012 17:00:00,15,251
02/14/2012 18:00:00,19,504
02/14/2012 19:00:00,8,398
02/14/2012 20:00:00,11,270
02/14/2012 21:00:00,6,178
02/14/2012 22:00:00,4,105
02/14/2012 23:00:00,5,72
02/14/2012 00:00:00,2,55
02/15/2012 01:00:00,0,22
02/15/2012 02:00:00,0,5
02/15/2012 03:00:00,0,4
02/15/2012 04:00:00,0,3
02/15/2012 05:00:00,0,1
02/15/2012 06:00:00,0,25
02/15/2012 07:00:00,3,92
02/15/2012 08:00:00,3,318
02/15/2012 09:00:00,7,508
02/15/2012 10:00:00,5,226
02/15/2012 11:00:00,12,108
02/15/2012 12:00:00,13,125
02/15/2012 13:00:00,11,152
02/15/2012 14:00:00,11,159
02/15/2012 15:00:00,6,128
02/15/2012 16:00:00,7,164
02/15/2012 17:00:00,9,222
02/15/2012 18:00:00,17,470
02/15/2012 19:00:00,9,459
02/15/2012 20:00:00,9,302
02/15/2012 21:00:00,4,207
02/15/2012 22:00:00,8,170
02/15/2012 23:00:00,3,104
02/15/2012 00:00:00,4,54
02/16/2012 01:00:00,1,22
02/16/2012 02:00:00,0,5
02/16/2012 03:00:00,1,6
02/16/2012 04:00:00,0,1
02/16/2012 05:00:00,0,3
02/16/2012 06:00:00,0,20
02/16/2012 07:00:00,4,83
02/16/2012 08:00:00,3,285
02/16/2012 09:00:00,9,489
02/16/2012 10:00:00,3,199
02/16/2012 11:00:00,2,42
02/16/2012 12:00:00,2,69
02/16/2012 13:00:00,1,44
02/16/2012 14:00:00,2,62
02/16/2012 15:00:00,1,30
02/16/2012 16:00:00,3,50
02/16/2012 17:00:00,8,110
02/16/2012 18:00:00,8,281
02/16/2012 19:00:00,8,345
02/16/2012 20:00:00,4,254
02/16/2012 21:00:00,5,211
02/16/2012 22:00:00,3,142
02/16/2012 23:00:00,3,108
02/16/2012 00:00:00,3,70
02/17/2012 01:00:00,2,32
02/17/2012 02:00:00,2,16
02/17/2012 03:00:00,1,11
02/17/2012 04:00:00,0,1
02/17/2012 05:00:00,0,1
02/17/2012 06:00:00,0,16
02/17/2012 07:00:00,1,70
02/17/2012 08:00:00,4,222
02/17/2012 09:00:00,4,516
02/17/2012 10:00:00,8,275
02/17/2012 11:00:00,13,103
02/17/2012 12:00:00,9,133
02/17/2012 13:00:00,21,177
02/17/2012 14:00:00,34,171
02/17/2012 15:00:00,33,137
02/17/2012 16:00:00,41,180
02/17/2012 17:00:00,56,251
02/17/2012 18:00:00,36,429
02/17/2012 19:00:00,15,362
02/17/2012 20:00:00,16,266
02/17/2012 21:00:00,13,158
02/17/2012 22:00:00,15,114
02/17/2012 23:00:00,15,92
02/17/2012 00:00:00,10,72
02/18/2012 01:00:00,5,81
02/18/2012 02:00:00,7,38
02/18/2012 03:00:00,6,39
02/18/2012 04:00:00,3,15
02/18/2012 05:00:00,3,4
02/18/2012 06:00:00,0,1
02/18/2012 07:00:00,1,8
02/18/2012 08:00:00,8,33
02/18/2012 09:00:00,10,92
02/18/2012 10:00:00,22,116
02/18/2012 11:00:00,48,157
02/18/2012 12:00:00,102,184
02/18/2012 13:00:00,128,241
02/18/2012 14:00:00,165,219
02/18/2012 15:00:00,183,244
02/18/2012 16:00:00,229,270
02/18/2012 17:00:00,186,218
02/18/2012 18:00:00,142,222
02/18/2012 19:00:00,70,176
02/18/2012 20:00:00,38,150
02/18/2012 21:00:00,25,123
02/18/2012 22:00:00,25,89
02/18/2012 23:00:00,17,101
02/18/2012 00:00:00,12,62
02/19/2012 01:00:00,9,65
02/19/2012 02:00:00,10,62
02/19/2012 03:00:00,3,45
02/19/2012 04:00:00,3,12
02/19/2012 05:00:00,0,3
02/19/2012 06:00:00,1,1
02/19/2012 07:00:00,0,5
02/19/2012 08:00:00,2,12
02/19/2012 09:00:00,8,48
02/19/2012 10:00:00,20,73
02/19/2012 11:00:00,49,142
02/19/2012 12:00:00,82,144
02/19/2012 13:00:00,71,184
02/19/2012 14:00:00,64,197
02/19/2012 15:00:00,48,189
02/19/2012 16:00:00,85,168
02/19/2012 17:00:00,62,150
02/19/2012 18:00:00,22,135
02/19/2012 19:00:00,23,144
02/19/2012 20:00:00,18,101
02/19/2012 21:00:00,22,81
02/19/2012 22:00:00,3,33
02/19/2012 23:00:00,8,47
02/19/2012 00:00:00,5,30
02/20/2012 01:00:00,5,36
02/20/2012 02:00:00,3,12
02/20/2012 03:00:00,1,19
02/20/2012 04:00:00,0,8
02/20/2012 05:00:00,0,6
02/20/2012 06:00:00,1,9
02/20/2012 07:00:00,2,42
02/20/2012 08:00:00,9,111
02/20/2012 09:00:00,12,98
02/20/2012 10:00:00,30,113
02/20/2012 11:00:00,45,163
02/20/2012 12:00:00,65,216
02/20/2012 13:00:00,66,246
02/20/2012 14:00:00,57,206
02/20/2012 15:00:00,54,235
02/20/2012 16:00:00,64,216
02/20/2012 17:00:00,27,226
02/20/2012 18:00:00,27,215
02/20/2012 19:00:00,8,164
02/20/2012 20:00:00,9,117
02/20/2012 21:00:00,8,90
02/20/2012 22:00:00,9,53
02/20/2012 23:00:00,0,26
02/21/2012 00:00:00,1,11
02/21/2012 01:00:00,0,7
02/21/2012 02:00:00,0,3
02/21/2012 03:00:00,0,2
02/21/2012 04:00:00,0,15
02/21/2012 05:00:00,3,83
02/21/2012 06:00:00,6,273
02/21/2012 07:00:00,5,459
02/21/2012 08:00:00,6,211
02/21/2012 09:00:00,8,77
02/21/2012 10:00:00,5,81
02/21/2012 11:00:00,16,147
02/21/2012 12:00:00,8,123
02/21/2012 13:00:00,16,108
02/21/2012 14:00:00,23,137
02/21/2012 15:00:00,14,240
02/21/2012 16:00:00,21,411
02/21/2012 17:00:00,11,414
02/21/2012 18:00:00,5,299
02/21/2012 19:00:00,4,223
02/21/2012 20:00:00,7,147
02/21/2012 21:00:00,3,97
02/21/2012 22:00:00,1,46
02/22/2012 23:00:00,5,19
02/22/2012 00:00:00,3,4
02/22/2012 01:00:00,1,5
02/22/2012 02:00:00,1,3
02/22/2012 03:00:00,0,2
02/22/2012 04:00:00,1,29
02/22/2012 05:00:00,5,85
02/22/2012 06:00:00,10,292
02/22/2012 07:00:00,9,567
02/22/2012 08:00:00,11,241
02/22/2012 09:00:00,17,122
02/22/2012 10:00:00,22,149
02/22/2012 11:00:00,21,186
02/22/2012 12:00:00,15,175
02/22/2012 13:00:00,35,142
02/22/2012 14:00:00,34,161
02/22/2012 15:00:00,30,268
02/22/2012 16:00:00,43,486
02/22/2012 17:00:00,42,483
02/22/2012 18:00:00,22,305
02/22/2012 19:00:00,25,249
02/22/2012 20:00:00,19,220
02/22/2012 21:00:00,18,129
02/22/2012 22:00:00,5,57
02/23/2012 23:00:00,12,30
02/23/2012 00:00:00,3,12
02/23/2012 01:00:00,5,4
02/23/2012 02:00:00,2,4
02/23/2012 03:00:00,0,1
02/23/2012 04:00:00,2,30
02/23/2012 05:00:00,3,88
02/23/2012 06:00:00,9,317
02/23/2012 07:00:00,11,549
02/23/2012 08:00:00,14,228
02/23/2012 09:00:00,41,107
02/23/2012 10:00:00,54,128
02/23/2012 11:00:00,25,199
02/23/2012 12:00:00,30,188
02/23/2012 13:00:00,36,156
02/23/2012 14:00:00,46,171
02/23/2012 15:00:00,45,298
02/23/2012 16:00:00,49,561
02/23/2012 17:00:00,36,486
02/23/2012 18:00:00,20,349
02/23/2012 19:00:00,23,246
02/23/2012 20:00:00,17,205
02/23/2012 21:00:00,19,118
02/23/2012 22:00:00,14,71
02/24/2012 23:00:00,12,34
02/24/2012 00:00:00,3,15
02/24/2012 01:00:00,1,4
02/24/2012 02:00:00,0,5
02/24/2012 03:00:00,0,2
02/24/2012 04:00:00,1,25
02/24/2012 05:00:00,2,80
02/24/2012 06:00:00,7,265
02/24/2012 07:00:00,17,452
02/24/2012 08:00:00,15,229
02/24/2012 09:00:00,22,119
02/24/2012 10:00:00,27,136
02/24/2012 11:00:00,27,201
02/24/2012 12:00:00,30,153
02/24/2012 13:00:00,5,26
02/24/2012 14:00:00,11,83
02/24/2012 15:00:00,12,166
02/24/2012 16:00:00,14,242
02/24/2012 17:00:00,11,289
02/24/2012 18:00:00,6,227
02/24/2012 19:00:00,8,159
02/24/2012 20:00:00,1,151
02/24/2012 21:00:00,4,102
02/24/2012 22:00:00,10,76
02/25/2012 23:00:00,5,56
02/25/2012 00:00:00,4,42
02/25/2012 01:00:00,1,37
02/25/2012 02:00:00,0,7
02/25/2012 03:00:00,0,2
02/25/2012 04:00:00,0,3
02/25/2012 05:00:00,1,12
02/25/2012 06:00:00,3,20
02/25/2012 07:00:00,3,90
02/25/2012 08:00:00,15,107
02/25/2012 09:00:00,24,159
02/25/2012 10:00:00,23,187
02/25/2012 11:00:00,41,217
02/25/2012 12:00:00,48,178
02/25/2012 13:00:00,35,181
02/25/2012 14:00:00,21,211
02/25/2012 15:00:00,32,163
02/25/2012 16:00:00,16,143
02/25/2012 17:00:00,7,126
02/25/2012 18:00:00,12,137
02/25/2012 19:00:00,10,95
02/25/2012 20:00:00,5,80
02/25/2012 21:00:00,4,78
02/25/2012 22:00:00,7,84
02/26/2012 23:00:00,7,63
02/26/2012 00:00:00,5,50
02/26/2012 01:00:00,5,37
02/26/2012 02:00:00,0,21
02/26/2012 03:00:00,1,5
02/26/2012 04:00:00,0,5
02/26/2012 05:00:00,0,2
02/26/2012 06:00:00,2,20
02/26/2012 07:00:00,2,57
02/26/2012 08:00:00,11,76
02/26/2012 09:00:00,27,161
02/26/2012 10:00:00,43,184
02/26/2012 11:00:00,49,256
02/26/2012 12:00:00,58,267
02/26/2012 13:00:00,68,263
02/26/2012 14:00:00,72,281
02/26/2012 15:00:00,64,275
02/26/2012 16:00:00,46,241
02/26/2012 17:00:00,17,199
02/26/2012 18:00:00,13,130
02/26/2012 19:00:00,9,79
02/26/2012 20:00:00,8,75
02/26/2012 21:00:00,3,68
02/26/2012 22:00:00,5,59
02/27/2012 23:00:00,2,27
02/27/2012 00:00:00,0,6
02/27/2012 01:00:00,0,4
02/27/2012 02:00:00,0,2
02/27/2012 03:00:00,0,1
02/27/2012 04:00:00,0,16
02/27/2012 05:00:00,1,89
02/27/2012 06:00:00,2,278
02/27/2012 07:00:00,14,514
02/27/2012 08:00:00,11,219
02/27/2012 09:00:00,16,88
02/27/2012 10:00:00,11,92
02/27/2012 11:00:00,13,164
02/27/2012 12:00:00,23,159
02/27/2012 13:00:00,24,134
02/27/2012 14:00:00,24,150
02/27/2012 15:00:00,20,266
02/27/2012 16:00:00,26,503
02/27/2012 17:00:00,10,517
02/27/2012 18:00:00,16,318
02/27/2012 19:00:00,11,208
02/27/2012 20:00:00,14,181
02/27/2012 21:00:00,9,83
02/27/2012 22:00:00,6,50
02/28/2012 23:00:00,0,10
02/28/2012 00:00:00,0,6
02/28/2012 01:00:00,1,2
02/28/2012 02:00:00,0,6
02/28/2012 03:00:00,0,2
02/28/2012 04:00:00,1,20
02/28/2012 05:00:00,1,100
02/28/2012 06:00:00,12,313
02/28/2012 07:00:00,16,543
02/28/2012 08:00:00,7,225
02/28/2012 09:00:00,14,118
02/28/2012 10:00:00,8,155
02/28/2012 11:00:00,19,164
02/28/2012 12:00:00,16,174
02/28/2012 13:00:00,13,121
02/28/2012 14:00:00,17,149
02/28/2012 15:00:00,17,270
02/28/2012 16:00:00,33,497
02/28/2012 17:00:00,17,432
02/28/2012 18:00:00,15,291
02/28/2012 19:00:00,2,202
02/28/2012 20:00:00,10,178
02/28/2012 21:00:00,6,95
02/28/2012 22:00:00,4,61
02/29/2012 23:00:00,2,30
02/29/2012 00:00:00,0,6
02/29/2012 01:00:00,0,4
02/29/2012 02:00:00,0,2
02/29/2012 03:00:00,0,29
02/29/2012 04:00:00,4,100
02/29/2012 05:00:00,11,242
02/29/2012 06:00:00,2,114
02/29/2012 07:00:00,5,33
02/29/2012 08:00:00,0,10
02/29/2012 09:00:00,1,9
02/29/2012 10:00:00,1,69
02/29/2012 11:00:00,4,72
02/29/2012 12:00:00,2,54
02/29/2012 13:00:00,3,87
02/29/2012 14:00:00,5,162
02/29/2012 15:00:00,7,246
02/29/2012 16:00:00,11,181
02/29/2012 17:00:00,0,102
02/29/2012 18:00:00,2,95
02/29/2012 19:00:00,0,39
02/29/2012 20:00:00,2,53
02/29/2012 21:00:00,3,30
03/01/2012 22:00:00,1,10
03/01/2012 23:00:00,0,12
03/01/2012 00:00:00,0,6
03/01/2012 01:00:00,0,3
03/01/2012 02:00:00,0,5
03/01/2012 03:00:00,0,18
03/01/2012 04:00:00,2,107
03/01/2012 05:00:00,8,296
03/01/2012 06:00:00,15,579
03/01/2012 07:00:00,5,281
03/01/2012 08:00:00,11,122
03/01/2012 09:00:00,19,149
03/01/2012 10:00:00,16,204
03/01/2012 11:00:00,24,187
03/01/2012 12:00:00,37,174
03/01/2012 13:00:00,31,192
03/01/2012 14:00:00,38,323
03/01/2012 15:00:00,49,551
03/01/2012 16:00:00,27,498
03/01/2012 17:00:00,11,317
03/01/2012 18:00:00,12,242
03/01/2012 19:00:00,7,190
03/01/2012 20:00:00,3,123
03/01/2012 21:00:00,9,76
03/02/2012 22:00:00,1,45
03/02/2012 23:00:00,2,18
03/02/2012 00:00:00,2,4
03/02/2012 01:00:00,0,3
03/02/2012 02:00:00,0,2
03/02/2012 03:00:00,0,24
03/02/2012 04:00:00,4,88
03/02/2012 05:00:00,4,258
03/02/2012 06:00:00,16,533
03/02/2012 07:00:00,15,299
03/02/2012 08:00:00,14,118
03/02/2012 09:00:00,40,154
03/02/2012 10:00:00,40,194
03/02/2012 11:00:00,31,191
03/02/2012 12:00:00,29,176
03/02/2012 13:00:00,5,73
03/02/2012 14:00:00,1,49
03/02/2012 15:00:00,5,123
03/02/2012 16:00:00,6,154
03/02/2012 17:00:00,12,162
03/02/2012 18:00:00,7,93
03/02/2012 19:00:00,2,99
03/02/2012 20:00:00,6,69
03/02/2012 21:00:00,4,19
03/03/2012 22:00:00,1,21
03/03/2012 23:00:00,0,44
03/03/2012 00:00:00,4,34
03/03/2012 01:00:00,1,20
03/03/2012 02:00:00,0,2
03/03/2012 03:00:00,1,1
03/03/2012 04:00:00,1,6
03/03/2012 05:00:00,2,14
03/03/2012 06:00:00,2,46
03/03/2012 07:00:00,7,87
03/03/2012 08:00:00,31,137
03/03/2012 09:00:00,33,181
03/03/2012 10:00:00,47,252
03/03/2012 11:00:00,87,252
03/03/2012 12:00:00,151,279
03/03/2012 13:00:00,145,254
03/03/2012 14:00:00,167,300
03/03/2012 15:00:00,106,279
03/03/2012 16:00:00,53,250
03/03/2012 17:00:00,34,191
03/03/2012 18:00:00,28,121
03/03/2012 19:00:00,24,130
03/03/2012 20:00:00,19,115
03/03/2012 21:00:00,12,94
03/04/2012 22:00:00,5,67
03/04/2012 23:00:00,16,60
03/04/2012 00:00:00,14,66
03/04/2012 01:00:00,5,21
03/04/2012 02:00:00,3,11
03/04/2012 03:00:00,0,5
03/04/2012 04:00:00,0,5
03/04/2012 05:00:00,2,21
03/04/2012 06:00:00,12,54
03/04/2012 07:00:00,14,104
03/04/2012 08:00:00,31,161
03/04/2012 09:00:00,64,192
03/04/2012 10:00:00,71,256
03/04/2012 11:00:00,108,256
03/04/2012 12:00:00,106,226
03/04/2012 13:00:00,82,252
03/04/2012 14:00:00,68,231
03/04/2012 15:00:00,49,214
03/04/2012 16:00:00,20,164
03/04/2012 17:00:00,12,120
03/04/2012 18:00:00,8,80
03/04/2012 19:00:00,9,70
03/04/2012 20:00:00,9,53
03/04/2012 21:00:00,2,24
03/05/2012 22:00:00,2,15
03/05/2012 23:00:00,3,3
03/05/2012 00:00:00,1,3
03/05/2012 01:00:00,0,1
03/05/2012 02:00:00,0,1
03/05/2012 03:00:00,1,17
03/05/2012 04:00:00,2,89
03/05/2012 05:00:00,7,253
03/05/2012 06:00:00,13,415
03/05/2012 07:00:00,11,186
03/05/2012 08:00:00,12,74
03/05/2012 09:00:00,17,86
03/05/2012 10:00:00,15,122
03/05/2012 11:00:00,11,109
03/05/2012 12:00:00,13,115
03/05/2012 13:00:00,20,110
03/05/2012 14:00:00,30,180
03/05/2012 15:00:00,11,376
03/05/2012 16:00:00,12,363
03/05/2012 17:00:00,6,220
03/05/2012 18:00:00,8,171
03/05/2012 19:00:00,4,116
03/05/2012 20:00:00,2,76
03/05/2012 21:00:00,2,29
03/06/2012 22:00:00,0,8
03/06/2012 23:00:00,0,6
03/06/2012 00:00:00,0,4
03/06/2012 01:00:00,0,1
03/06/2012 02:00:00,0,3
03/06/2012 03:00:00,0,25
03/06/2012 04:00:00,3,99
03/06/2012 05:00:00,5,270
03/06/2012 06:00:00,14,487
03/06/2012 07:00:00,11,222
03/06/2012 08:00:00,16,113
03/06/2012 09:00:00,20,110
03/06/2012 10:00:00,9,129
03/06/2012 11:00:00,16,148
03/06/2012 12:00:00,20,116
03/06/2012 13:00:00,24,142
03/06/2012 14:00:00,22,228
03/06/2012 15:00:00,21,425
03/06/2012 16:00:00,15,442
03/06/2012 17:00:00,9,278
03/06/2012 18:00:00,3,184
03/06/2012 19:00:00,5,143
03/06/2012 20:00:00,5,101
03/06/2012 21:00:00,3,51
03/07/2012 22:00:00,3,12
03/07/2012 23:00:00,1,4
03/07/2012 00:00:00,0,4
03/07/2012 01:00:00,1,2
03/07/2012 02:00:00,0,3
03/07/2012 03:00:00,0,18
03/07/2012 04:00:00,4,104
03/07/2012 05:00:00,12,332
03/07/2012 06:00:00,12,554
03/07/2012 07:00:00,12,252
03/07/2012 08:00:00,20,127
03/07/2012 09:00:00,33,128
03/07/2012 10:00:00,40,175
03/07/2012 11:00:00,26,179
03/07/2012 12:00:00,38,137
03/07/2012 13:00:00,44,165
03/07/2012 14:00:00,34,254
03/07/2012 15:00:00,58,554
03/07/2012 16:00:00,35,509
03/07/2012 17:00:00,16,345
03/07/2012 18:00:00,18,242
03/07/2012 19:00:00,11,177
03/07/2012 20:00:00,10,149
03/07/2012 21:00:00,4,58
03/08/2012 22:00:00,11,35
03/08/2012 23:00:00,4,17
03/08/2012 00:00:00,6,5
03/08/2012 01:00:00,0,3
03/08/2012 02:00:00,0,2
03/08/2012 03:00:00,1,28
03/08/2012 04:00:00,4,105
03/08/2012 05:00:00,8,326
03/08/2012 06:00:00,12,573
03/08/2012 07:00:00,19,282
03/08/2012 08:00:00,19,119
03/08/2012 09:00:00,48,156
03/08/2012 10:00:00,27,224
03/08/2012 11:00:00,35,198
03/08/2012 12:00:00,48,155
03/08/2012 13:00:00,24,161
03/08/2012 14:00:00,37,305
03/08/2012 15:00:00,52,545
03/08/2012 16:00:00,45,545
03/08/2012 17:00:00,21,395
03/08/2012 18:00:00,20,282
03/08/2012 19:00:00,27,206
03/08/2012 20:00:00,12,141
03/08/2012 21:00:00,6,88
03/09/2012 22:00:00,3,51
03/09/2012 23:00:00,4,22
03/09/2012 00:00:00,2,9
03/09/2012 01:00:00,0,7
03/09/2012 02:00:00,0,1
03/09/2012 03:00:00,2,27
03/09/2012 04:00:00,2,83
03/09/2012 05:00:00,6,262
03/09/2012 06:00:00,17,484
03/09/2012 07:00:00,17,267
03/09/2012 08:00:00,14,145
03/09/2012 09:00:00,17,170
03/09/2012 10:00:00,27,174
03/09/2012 11:00:00,49,175
03/09/2012 12:00:00,49,129
03/09/2012 13:00:00,50,188
03/09/2012 14:00:00,51,292
03/09/2012 15:00:00,68,498
03/09/2012 16:00:00,30,440
03/09/2012 17:00:00,12,232
03/09/2012 18:00:00,3,156
03/09/2012 19:00:00,8,133
03/09/2012 20:00:00,7,100
03/09/2012 21:00:00,9,77
03/10/2012 22:00:00,9,68
03/10/2012 23:00:00,1,50
03/10/2012 00:00:00,12,30
03/10/2012 01:00:00,0,16
03/10/2012 02:00:00,1,3
03/10/2012 03:00:00,3,7
03/10/2012 04:00:00,1,11
03/10/2012 05:00:00,4,36
03/10/2012 06:00:00,15,96
03/10/2012 07:00:00,21,127
03/10/2012 08:00:00,47,176
03/10/2012 09:00:00,56,218
03/10/2012 10:00:00,88,241
03/10/2012 11:00:00,89,268
03/10/2012 12:00:00,117,262
03/10/2012 13:00:00,132,274
03/10/2012 14:00:00,115,275
03/10/2012 15:00:00,104,250
03/10/2012 16:00:00,67,230
03/10/2012 17:00:00,25,159
03/10/2012 18:00:00,20,101
03/10/2012 19:00:00,16,94
03/10/2012 20:00:00,19,81
03/10/2012 21:00:00,6,77
03/11/2012 22:00:00,7,62
03/11/2012 23:00:00,4,57
03/11/2012 00:00:00,15,51
03/11/2012 01:00:00,7,15
03/11/2012 02:00:00,2,5
03/11/2012 03:00:00,2,8
03/11/2012 04:00:00,2,15
03/11/2012 05:00:00,4,68
03/11/2012 06:00:00,20,70
03/11/2012 07:00:00,71,147
03/11/2012 08:00:00,90,209
03/11/2012 09:00:00,146,264
03/11/2012 10:00:00,176,288
03/11/2012 11:00:00,212,289
03/11/2012 12:00:00,201,286
03/11/2012 13:00:00,208,301
03/11/2012 14:00:00,199,299
03/11/2012 15:00:00,133,256
03/11/2012 16:00:00,55,203
03/11/2012 17:00:00,42,129
03/11/2012 18:00:00,37,110
03/11/2012 19:00:00,13,81
03/11/2012 20:00:00,12,40
03/12/2012 21:00:00,4,20
03/12/2012 22:00:00,1,9
03/12/2012 23:00:00,4,5
03/12/2012 00:00:00,0,2
03/12/2012 01:00:00,0,3
03/12/2012 02:00:00,1,15
03/12/2012 03:00:00,2,86
03/12/2012 04:00:00,9,259
03/12/2012 05:00:00,17,547
03/12/2012 06:00:00,21,260
03/12/2012 07:00:00,39,98
03/12/2012 08:00:00,39,111
03/12/2012 09:00:00,59,162
03/12/2012 10:00:00,74,176
03/12/2012 11:00:00,76,145
03/12/2012 12:00:00,74,159
03/12/2012 13:00:00,77,255
03/12/2012 14:00:00,87,557
03/12/2012 15:00:00,89,623
03/12/2012 16:00:00,67,379
03/12/2012 17:00:00,49,237
03/12/2012 18:00:00,22,183
03/12/2012 19:00:00,17,116
03/12/2012 20:00:00,10,53
03/13/2012 21:00:00,5,21
03/13/2012 22:00:00,2,14
03/13/2012 23:00:00,0,1
03/13/2012 00:00:00,0,2
03/13/2012 01:00:00,0,1
03/13/2012 02:00:00,0,24
03/13/2012 03:00:00,5,108
03/13/2012 04:00:00,16,292
03/13/2012 05:00:00,22,571
03/13/2012 06:00:00,18,324
03/13/2012 07:00:00,28,115
03/13/2012 08:00:00,64,155
03/13/2012 09:00:00,47,197
03/13/2012 10:00:00,53,180
03/13/2012 11:00:00,52,160
03/13/2012 12:00:00,68,196
03/13/2012 13:00:00,53,312
03/13/2012 14:00:00,62,614
03/13/2012 15:00:00,96,638
03/13/2012 16:00:00,50,429
03/13/2012 17:00:00,45,306
03/13/2012 18:00:00,44,200
03/13/2012 19:00:00,24,146
03/13/2012 20:00:00,8,79
03/14/2012 21:00:00,5,34
